NWSID,NOSID,Name,State,ETSS Lon,ETSS Lat,ETSS proximity,ETSS URL,ESTOFS Lon,ETSOFS Lat,ESTOFS proximity,ESTOFS URL,COOPS Lon,COOPS Lat,ETSS HAT-ft,ETSS MHHW-ft,ETSS MSL-ft,ETSS MLLW-ft,Minor MLLW ft,Moderate MLLW ft,Major MLLW ft,MHHW m,MLLW m,MHHW MLLW ft,Minor MHHW ft,Moderate MHHW ft,Major MHHW ft
CIKA1,8737138,Chickasaw-Creek-AL,AL,-88.0733,30.7817,4.39E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8737138&datum=MLLW&show=1-1-0-1-1,,,,,-88.0733,30.7817,27.01,26.28,25.45,24.61,3.7,4.7,7.7,8.01,7.5,1.67,2,3,6
WBYA1,8732828,Weeks-Bay-AL,AL,-87.825,30.4167,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8732828&datum=MLLW&show=1-1-0-1-1,,,,,-87.825,30.4167,32.44,31.84,31.03,30.25,3.6,4.6,7.6,9.702,9.22,1.58,2,3,6
EFRA1,8735523,East-Fowl-River-Bridge-AL,AL,-88.1133,30.4433,4.40E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8735523&datum=MLLW&show=1-1-0-1-1,,,,,-88.1133,30.4433,15.8,14.96,14.23,13.51,3.4,4.4,7.4,4.568,4.147,1.38,2,3,6
OBLA1,8737048,Mobile-State-Docks-AL,AL,-88.0433,30.7083,0.0043521,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8737048&datum=MLLW&show=1-1-0-1-1,-88.0396,30.7083,0.0033336,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8737048.png,-88.04,30.705,3.84,3.13,2.3,1.48,3.6,4.6,7.6,0.954,0.46,1.62,2,3,6
MCGA1,8736897,Coast-Guard-Sector-Mobile-AL,AL,-88.0583,30.6483,4.40E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8736897&datum=MLLW&show=1-1-0-1-1,,,,,-88.0583,30.6483,30.91,30.3,29.49,28.69,3.6,4.6,7.6,9.235,8.744,1.61,2,3,6
BLBA1,8739803,Bayou-La-Batre-Bridge-AL,AL,-88.2467,30.405,0.0021822,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8739803&datum=MLLW&show=1-1-0-1-1,,,,,-88.2483,30.4067,29.33,28.41,27.58,26.8,3.6,4.6,7.6,8.659,8.168,1.61,2,3,6
WFRA1,8738043,West-Fowl-River-Bridge-AL,AL,-88.1583,30.3767,4.40E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8738043&datum=MLLW&show=1-1-0-1-1,,,,,-88.1583,30.3767,21.95,21.15,20.32,19.42,3.6,4.6,7.6,6.47,5.98,1.61,2,3,6
DILA1,8735180,Dauphin-Island-AL,AL,-88.075,30.25,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8735180&datum=MLLW&show=1-1-0-1-1,-88.0732,30.2502,0.0015376,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8735180.png,-88.075,30.25,4.91,4.08,3.44,2.88,3.2,4.2,7.2,1.244,0.877,1.2,2,3,6
BYSA1,8735391,Dog-River-Bridge-AL,AL,-88.0867,30.565,0.0014064,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8735391&datum=MLLW&show=1-1-0-1-1,-88.088,30.5652,0.00034983,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8735391.png,-88.0883,30.565,31.43,30.58,29.76,28.97,3.6,4.6,7.6,9.361,8.88,1.58,2,3,6
GBRM6,8740166,Grand-Bay-NERR-Mississippi-Sound-MS,MS,-88.4029,30.4132,0.00040831,,,,,,-88.4033,30.4133, ,15.69,14.87,14.1,3.6,4.6,7.6,4.782,4.297,1.59,2,3,6
WYCM6,8747437,Waveland-MS,MS,-89.325,30.325,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8747437&datum=MLLW&show=1-1-0-1-1,-89.3258,30.3264,0.001561,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8747437.png,-89.325,30.325,5.07,4.18,3.31,2.41,3.7,4.7,9.2,1.257,0.728,1.74,2,3,7.5
ULAM6,8741041,Dock-E-MS,MS,-88.505,30.3467,0.0016333,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8741041&datum=MLLW&show=1-1-0-1-1,,,,,-88.505,30.3483,24.07,23.2,22.4,21.64,3.6,4.6,7.6,7.072,6.596,1.56,2,3,6
PNLM6,8741533,Pascagoula-Noaa-Lab-MS,MS,-88.5617,30.3667,0.0021573,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8741533&datum=MLLW&show=1-1-0-1-1,,,,,-88.5633,30.3683,24.27,23.42,22.64,21.89,3.5,4.5,7.5,7.142,6.674,1.54,2,3,6
BKTL1,8767961,Bulk-Terminal-LA,LA,-93.3,30.19,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8767961&datum=MLLW&show=1-1-0-1-1,,,,,-93.3,30.19,24.69,24.44,23.85,23.1,,,,7.46,7.053,1.34,,,
NWCL1,8761927,New-Canal-Station-LA,LA,-90.1133,30.0267,4.41E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8761927&datum=MLLW&show=1-1-0-1-1,-90.1134,30.0272,0.00053645,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8761927.png,-90.1133,30.0267,4.89,4.78,4.53,4.28,2.5,3.5,6.5,1.458,1.305,0.5,2,3,6
PSTL1,8760922,Pilots-Station-East-LA,LA,-89.4067,28.9317,4.43E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8760922&datum=MLLW&show=1-1-0-1-1,-89.4075,28.9322,0.00090353,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8760922.png,-89.4067,28.9317,32.37,31.56,30.98,30.38,,,,9.621,9.259,1.19,,,
PILL1,8760721,Pilottown-LA,LA,-89.2583,29.1783,4.43E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8760721&datum=MLLW&show=1-1-0-1-1,-89.2583,29.1783,4.43E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8760721.png,-89.2583,29.1783,6.73,6.01,5.57,5.1,,,,1.833,1.556,0.91,,,
TESL1,8764044,Berwick-LA,LA,-91.2367,29.6667,0.0016336,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8764044&datum=MLLW&show=1-1-0-1-1,-91.2375,29.6675,0.001104,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8764044.png,-91.2367,29.6683,20.32,20.22,19.97,19.67,,,,6.162,5.996,0.54,,,
PTFL1,8762075,Port-Fourchon-LA,LA,-90.1983,29.1133,4.43E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8762075&datum=MLLW&show=1-1-0-1-1,-90.255,29.0639,0.069957,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8762075.png,-90.1983,29.1133,31.64,30.82,30.23,29.58,3.2,4.2,7.2,9.393,9.016,1.24,2,3,6
FRWL1,8766072,Freshwater-Canal-Locks-LA,LA,-92.305,29.555,0.0033333,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8766072&datum=MLLW&show=1-1-0-1-1,,,,,-92.305,29.5517,23.73,23.11,22.19,20.95,4,5,6,7.043,6.387,2.15,1.8,2.8,3.8
SHBL1,8761305,Shell-Beach-LA,LA,-89.6717,29.8667,0.0021619,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8761305&datum=MLLW&show=1-1-0-1-1,-89.6728,29.8684,0.00044874,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8761305.png,-89.6733,29.8683,33.62,32.74,32.04,31.31,3.4,4.4,7.4,9.979,9.542,1.43,2,3,6
AMRL1,8764227,Lawma-LA,LA,-91.3367,29.4483,0.0022165,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8764227&datum=MLLW&show=1-1-0-1-1,-91.325,29.4443,0.01291,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8764227.png,-91.3383,29.45,25.7,25.04,24.28,23.42,4,5,6,7.646,7.159,1.6,2.4,3.4,4.4
EINL1,8764314,Eugene-Island-North-of-LA,LA,-91.3839,29.3675,0.00096426,,,,,,-91.3833,29.3667,14.83,14.15,13.31,12.29,,,,4.336,3.736,1.97,,,
CAPL1,8768094,Calcasieu-Pass-LA,LA,-93.3417,29.7667,0.0021629,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8768094&datum=MLLW&show=1-1-0-1-1,,,,,-93.3433,29.7683,29.46,28.8,28.06,26.87,4,5,6,8.779,8.19,1.93,2.1,3.1,4.1
GISL1,8761724,Grand-Isle-East-PT-LA,LA,-89.9566,29.2633,6.70E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8761724&datum=MLLW&show=1-1-0-1-1,,,,,-89.9567,29.2633,8.15,7.41,6.89,6.35,3.1,4.1,5.1,2.174,1.851,1.06,2,3,4
LCLL1,8767816,Lake-Charles-LA,LA,-93.2217,30.2233,4.41E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8767816&datum=MLLW&show=1-1-0-1-1,,,,,-93.2217,30.2233,28.18,27.8,27.18,26.39,3,4,6,8.482,8.055,1.4,1.6,2.6,4.6
SBPT2,8770570,Sabine-Pass-TX,TX,-93.87,29.73,0.0016667,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770570&datum=MLLW&show=1-1-0-1-1,-93.8681,29.7294,0.0019728,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8770570.png,-93.87,29.7283,5.72,5.05,4.41,3.44,4,5,6,1.538,1.05,1.6,2.4,3.4,4.4
NUET2,8775244,Nueces-Bay-TX,TX,-97.485,27.8317,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8775244&datum=MLLW&show=1-1-0-1-1,,,,,-97.485,27.8317,25.63,25.03,24.72,24.36,,,,7.629,7.426,0.67,,,
NGLT2,8775283,Port Ingleside-TX,TX,-97.2033,27.8217,4.45E-05,,-97.05,27.8267,0.1357,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8775283.png,-97.2033,27.8217,3.94,3.4,3.14,2.81,,,,1.037,0.856,0.59,,,
PORT2,8770475,Port-Arthur-TX,TX,-93.93,29.8667,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770475&datum=MLLW&show=1-1-0-1-1,-93.9315,29.8673,0.0014112,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8770475.png,-93.93,29.8667,6.21,5.69,5.25,4.65,,,,1.735,1.417,1.04,,,
MGPT2,8770613,Morgans-Point-TX,TX,-94.985,29.6817,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770613&datum=MLLW&show=1-1-0-1-1,-94.985,29.6817,3.33E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8770613.png,-94.985,29.6817,7.27,6.53,5.93,5.22,,,,1.989,1.59,1.31,,,
RLIT2,8779280,Realitos-Peninsula-TX,TX,-97.285,26.2617,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8779280&datum=MLLW&show=1-1-0-1-1,,,,,-97.285,26.2617,16.69,16.18,15.93,15.62,,,,4.933,4.761,0.56,,,
RCPT2,8774770,Rockport-TX,TX,-97.0467,28.0217,4.45E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8774770&datum=MLLW&show=1-1-0-1-1,-97.0463,28.0212,0.0005576,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8774770.png,-97.0467,28.0217,7.31,6.82,6.64,6.45,2.2,2.7,3.2,2.078,1.967,0.36,1.8,2.3,2.8
RTAT2,8775237,Port-Aransas-TX,TX,-97.0725,27.8397,0.00078828,,-97.0743,27.8406,0.0023582,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8775237.png,-97.0717,27.84,6.29,5.63,5.25,4.6,2.6,3.1,3.6,1.755,1.44,1.03,1.6,2.1,2.6
ANPT2,8775241,Aransas- Aransas-Pass-TX,TX,-97.0391,27.8366,0.00068122,,,,,,-97.0383,27.8367,24.17,23.5,22.96,22.14,,,,7.164,6.747,1.37,,,
GTOT2,8771450,Galveston-Pier-21-TX,TX,-94.7934,29.31,5.81E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8771450&datum=MLLW&show=1-1-0-1-1,-94.7936,29.3107,0.00075272,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8771450.png,-94.7933,29.31,6.52,5.79,5.21,4.38,4,,,1.765,1.336,1.41,2.6,,
TXPT2,8770822,Texas-Point-TX,TX,-93.8417,29.6883,4.42E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770822&datum=MLLW&show=1-1-0-1-1,-93.8369,29.6781,0.011039,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8770822.png,-93.8417,29.6883,6.01,5.07,4.29,3.11,,,,1.546,0.949,1.96,,,
ZZZZZ,8775270,Port-Aransas-TX,TX,-97.05,27.8266,6.67E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8775270&datum=MLLW&show=1-1-0-1-1,,,,,-97.05,27.8267,7.25,5.97,5.14,4.16, , , , , , , , , 
PCGT2,8779748,South-Padre-Island-CG-Station-tx,TX,-97.1675,26.0731,0.0015817,,-97.1767,26.0767,0.010323,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8779748.png,-97.1667,26.0717,5.59,4.97,4.43,3.65,,,,1.514,1.114,1.31,,,
BZST2,8779749,SPI-Brazos-Santiago-TX,TX,-97.1548,26.0674,0.00074984,,,,,,-97.155,26.0667,26.54,25.72,25.13,24.29,,,,7.839,7.404,1.43,,,
ZZZZZ,8779750,Padre-Island-TX,TX,-97.1566,26.0683,6.85E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8779750&datum=MLLW&show=1-1-0-1-1,,,,,-97.1567,26.0683,3.97,3.13,2.48,1.55, , , , , , , , , 
TAQT2,8775296,Uss-Lexington-TX,TX,-97.39,27.8117,3.33E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8775296&datum=MLLW&show=1-1-0-1-1,-97.39,27.8117,3.33E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8775296.png,-97.39,27.8117,5.8,5.21,4.96,4.62,2.3,2.8,3.3,1.589,1.409,0.59,1.7,2.2,2.7
LUIT2,8771972,San-Luis-Pass-TX,TX,-95.1133,29.095,0.021968,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8771972&datum=MLLW&show=1-1-0-1-1,,,,,-95.1317,29.08,6.13,5.39,4.91,4.24,,,,1.642,1.292,1.15,,,
MQTT2,8775870,Bob-Hall-Pier-TX,TX,-97.2167,27.58,2.95E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8775870&datum=MLLW&show=1-1-0-1-1,-97.2167,27.58,2.95E-05,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8775870.png,-97.2167,27.58,23.45,22.47,21.77,20.84,2.9,3.4,3.9,6.85,6.353,1.63,1.3,1.8,2.3
FCGT2,8772447,Freeport-TX,TX,-95.3,28.9333,0.010139,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8772447&datum=MLLW&show=1-1-0-1-1,-95.3028,28.9425,0.0012623,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8772447.png,-95.3017,28.9433,30.19,29.45,28.62,27.65,4,,,8.976,8.427,1.8,2.2,,
NCHT2,8770777,Manchester-TX,TX,-95.265,29.725,0.0016667,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770777&datum=MLLW&show=1-1-0-1-1,-95.2431,29.7191,0.020469,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8770777.png,-95.265,29.7267,7.85,7.14,6.4,5.52,,,,2.212,1.708,1.65,,,
EMAT2,8773146,Matagorda-City-TX,TX,-95.9133,28.71,2.92E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8773146&datum=MLLW&show=1-1-0-1-1,,,,,-95.9133,28.71,31.4,31.28,31.12,30.86,,,,9.548,9.425,0.4,,,
VCAT2,8773259,Por-Lavaca-TX,TX,-96.6098,28.6406,0.00059235,,-96.595,28.64,0.013165,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8773259.png,-96.61,28.64,4.66,3.97,3.55,3.05,2.5,3,3.5,1.211,0.931,0.92,1.6,2.1,2.6
PCNT2,8773701,Port-O'Connor-TX,TX,-96.3956,28.4459,0.0012639,,-96.3883,28.4517,0.0089135,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8773701.png,-96.3967,28.4467,13.02,12.08,11.74,11.34,2.3,2.8,3.3,3.681,3.455,0.74,1.6,2.1,2.6
MBET2,8773767,Matagorda-Bay-Entrance-Channel-TX,TX,-96.3301,28.4269,0.00024338,,,,,,-96.33,28.4267,27.07,26.62,26.12,25.39,,,,8.149,7.768,1.25,,,
PACT2,8775792,Packery-Channel-TX,TX,-97.2367,27.6333,0.0033001,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8775792&datum=MLLW&show=1-1-0-1-1,-97.2375,27.6341,0.0041446,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8775792.png,-97.2367,27.63,3.76,3.31,3.13,2.94,2.2,2.7,3.2,1.01,0.897,0.37,1.8,2.3,2.8
AWRT2,8774230,Aransas-Wildlife-Refuge-TX,TX,-96.795,28.2283,0.0014688,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8774230&datum=MLLW&show=1-1-0-1-1,,,,,-96.7967,28.2283,29.92,29.41,29.22,29.07,,,,8.964,8.86,0.34,,,
ZZZZZ,8770733,Lynchburg-Landing-TX,TX,-95.0783,29.765,2.89E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770733&datum=MLLW&show=1-1-0-1-1,,,,,-95.0783,29.765,6.7,6.11,5.44,4.61,,,,1.863,1.405,1.5,,,
SGNT2,8772985,Sargent-TX,TX,-95.6167,28.7717,4.43E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8772985&datum=MLLW&show=1-1-0-1-1,,,,,-95.6167,28.7717,32.35,31.82,31.56,31.24,,,,9.723,9.525,0.65,,,
SDRT2,8773037,Seadrift-TX,TX,-96.7124,28.4069,0.00070716,,-96.7144,28.4047,0.0031185,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8773037.png,-96.7117,28.4067,1.99,1.6,1.42,1.22,2.2,2.7,3.2,0.487,0.371,0.38,1.8,2.3,2.8
EPTT2,8771013,Eagle-Point-TX,TX,-94.9183,29.48,2.90E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8771013&datum=MLLW&show=1-1-0-1-1,-94.917,29.4783,0.002039,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8771013.png,-94.9183,29.48,6.17,5.32,4.81,4.22,4,,,1.623,1.285,1.11,2.9,,
RBBT2,8770520,Rainbow-Bridge-TX,TX,-93.8817,29.98,0.0033088,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770520&datum=MLLW&show=1-1-0-1-1,-93.8807,29.9806,0.0038301,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8770520.png,-93.885,29.9817,5.42,4.96,4.48,3.9,,,,1.511,1.189,1.06,,,
HIST2,8770808,High-Island-TX,TX,-94.39,29.5933,0.0017,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770808&datum=MLLW&show=1-1-0-1-1,,,,,-94.39,29.595,15.04,14.73,14.1,13.32,,,,4.535,4.124,1.35,,,
PTIT2,8779770,Port-Isabel-TX,TX,-97.215,26.06,0.0016667,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8779770&datum=MLLW&show=1-1-0-1-1,-97.1976,26.0744,0.020119,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8779770.png,-97.215,26.0617,6.04,5.23,4.67,3.86,2.5,,,1.594,1.175,1.37,1.1,,
GNJT2,8771341,Galveston-Bay-Entrance-TX,TX,-94.7233,29.3567,0.0014821,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8771341&datum=MLLW&show=1-1-0-1-1,-94.7253,29.3543,0.0023377,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8771341.png,-94.725,29.3567,11.56,10.78,10.08,9.11,,,,3.286,2.776,1.67,,,
ZZZZZ,8771510,Galveston-Pleasure-Pier-TX,TX,-94.7883,29.285,2.91E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8771510&datum=MLLW&show=1-1-0-1-1,,,,,-94.7883,29.285,6.47,5.55,4.6,3.42, , , , , , , , , 
GRRT2,8771486,Galveston-Railroad-Bridge-TX,TX,-94.8965,29.3024,0.00073309,,,,,,-94.8967,29.3017,21.15,20.8,20.29,19.54,,,,6.337,5.96,1.24,,,
RLOT2,8770971,Rollover-Pass-TX,TX,-94.5133,29.515,0.0028717,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=8770971&datum=MLLW&show=1-1-0-1-1,-94.5082,29.5157,0.0017201,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-8770971.png,-94.51,29.515,5.23,4.78,4.13,3.33,,,,1.504,1.094,1.35,,,
CLBP4,9752235,Culebra-PR,PR,-65.3025,18.3009,0.0011101,,,,,,-65.3017,18.3017,28.91,28.54,27.95,27.42,,,,8.699,8.357,1.12,,,
YABP4,9754228,Yabucoa-Harbor-PR,PR,-65.8317,18.055,0.0015529,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9754228&datum=MLLW&show=1-1-0-1-1,-65.825,18.0479,0.010648,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9754228.png,-65.8333,18.055,12.1,11.7,11.33,10.98,,,,3.565,3.347,0.72,,,
SJNP4,9755371,San-Juan-PR,PR,-66.115,18.4583,0.0023215,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9755371&datum=MLLW&show=1-1-0-1-1,-66.1206,18.4752,0.015688,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9755371.png,-66.1167,18.46,5.59,4.96,4.15,3.39,,,,1.512,1.032,1.57,,,
MGZP4,9759394,Mayaguez-PR,PR,-67.16,18.22,0.0022987,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9759394&datum=MLLW&show=1-1-0-1-1,-67.1692,18.214,0.0112,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9759394.png,-67.1583,18.2183,5.26,4.79,4.05,3.41,,,,8.96,8.716,0.8,,,
FRDP4,9753216,Fajardo-PR,PR,-65.63,18.335,0,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9753216&datum=MLLW&show=1-1-0-1-1,-65.6287,18.3365,0.0018969,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9753216.png,-65.63,18.335,25.36,24.78,24,23.27,,,,7.553,7.094,1.51,,,
VQSP4,9752619,Isabel-Segunda-PR,PR,-65.4433,18.1517,4.60E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9752619&datum=MLLW&show=1-1-0-1-1,-65.4472,18.1556,0.0053833,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9752619.png,-65.4433,18.1517,25.57,25.13,24.48,23.9,,,,7.661,7.284,1.24,,,
MGIP4,9759110,Magueyes-Island-PR,PR,-67.045,17.97,0.0015854,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9759110&datum=MLLW&show=1-1-0-1-1,-67.046,17.97,0.00063415,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9759110.png,-67.0467,17.97,4.66,4.25,3.91,3.58,,,,1.294,1.091,0.67,,,
MISP4,9759938,Mona-Island-PR,PR,-67.9383,18.09,3.17E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9759938&datum=MLLW&show=1-1-0-1-1,-67.9936,18.107,0.055214,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9759938.png,-67.9383,18.09,29.76,29.42,29.02,28.6,,,,8.96,8.716,0.8,,,
AROP4,9757809,Arecibo-PR,PR,-66.7017,18.48,3.16E-05,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9757809&datum=MLLW&show=1-1-0-1-1,-66.7021,18.4814,0.0014591,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9757809.png,-66.7017,18.48,24.49,23.86,22.93,22.11,,,,7.274,6.738,1.76,,,
ESPP4,9752695,Esperanza-PR,PR,-65.47,18.0933,0.0015846,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9752695&datum=MLLW&show=1-1-0-1-1,-65.4754,18.086,0.00816,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9752695.png,-65.4717,18.0933,27.15,26.77,26.43,26.03,,,,8.161,7.935,0.74,,,
LAMV3,9751381,Lameshur-Bay-VI,VI,-64.7233,18.3167,0.0022962,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9751381&datum=MLLW&show=1-1-0-1-1,-64.729,18.3127,0.006805,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9751381.png,-64.725,18.3183,30.14,29.72,29.29,28.89,,,,9.057,8.807,0.82,,,
LTBV3,9751401,Lime-Tree-Bay-VI,VI,-64.7533,17.6933,0.0017003,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9751401&datum=MLLW&show=1-1-0-1-1,-64.7541,17.695,0.00073039,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9751401.png,-64.7533,17.695,35.17,34.79,34.45,34.08,,,,10.605,10.389,0.71,,,
CHSV3,9751364,Christiansted-Harbor-VI,VI,-64.705,17.75,0.0071712,http://slosh.nws.noaa.gov/etss/station/etsurge2.0esri/index.php?stid=9751364&datum=MLLW&show=1-1-0-1-1,-64.705,17.753,0.008968,http://polar.ncep.noaa.gov/estofs/nowcoast/estofs_atl/ts-9751364.png,-64.6983,17.7467,28.16,27.81,27.44,27.07,,,,8.475,8.25,0.74,,,
